AÑO,UNIVERSIDAD,CARRERA,MATRICULADOS,REGION_PLANIFICACION_SEDE,GAM_SEDE,GRADO_ACADEMICO,NIVEL_ACADEMICO,NIVEL_CINE,AREA_CONOCIMIENTO,DISCIPLINA,AREA_UNESCO,DISCIPLINA_UNESCO,STEM_MICITT
2021,Universidad Estatal a Distancia,Ingeniería Informática,207,Región Central,GAM,Bachillerato,Grado,CINE 6,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Universidad Estatal a Distancia,Ingeniería Informática y Administración de Proyectos,110,Región Central,GAM,Sin información,Sin información,Sin información,Computación,Sistemas de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Universidad Estatal a Distancia,Ingeniería Informática y Calidad de Software,39,Región Central,GAM,Sin información,Sin información,Sin información,Computación,Sistemas de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Universidad Estatal a Distancia,Ingeniería Informática y Desarrollo de Aplicaciones Web,57,Región Central,GAM,Sin información,Sin información,Sin información,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Universidad Estatal a Distancia,Ingeniería Telecomunicaciones,19,Región Central,GAM,Sin información,Sin información,Sin información,Ingeniería,Ingeniería Electrónica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Universidad Estatal a Distancia,Investigación Criminal,9,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Criminología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Estatal a Distancia,Manejo de Recursos Naturales,575,Región Central,No GAM,Sin información,Sin información,Sin información,Recursos Naturales,Ecología,"Ciencias naturales, matemáticas y estadística",Medio Ambiente,STEM
2021,Universidad Estatal a Distancia,Manejo y Protección de Recursos Naturales,24,Región Central,GAM,Sin información,Sin información,Sin información,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Universidad Estatal a Distancia,Música énfasis Estudios Instrumentales,4,Región Central,GAM,Sin información,Sin información,Sin información,Artes y Letras,Artes Musicales,Artes y Humanidades,Artes,NO STEM
2021,Universidad Estatal a Distancia,Psicopedagogía,50,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Psicopedagogía,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Registros y Estadísticas en Salud,1013,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias de la Salud,Registros en Salud,Salud y Bienestar,Bienestar,STEM
2021,Universidad Estatal a Distancia,Tecnología Educativa,22,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Tecnología Educativa,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Teología,4,Región Central,GAM,Sin información,Sin información,Sin información,Artes y Letras,Teología,Artes y Humanidades,Humanidades,NO STEM
2021,Universidad Estatal a Distancia,Valuación,26,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Valuación,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Nacional,Abastecimiento y Logística Global,12,Región Central,GAM,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2021,Universidad Nacional,Administración,3439,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Nacional,Administración Educativa,47,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Administración Educativa,Educación,Educación,NO STEM
2021,Universidad Nacional,Administración de Oficinas,577,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Secretariado Profesional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Nacional,Administración de Recursos Humanos,19,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración de Recursos Humanos,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Nacional,Agricultura Ecológica,3,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2021,Universidad Nacional,Apicultura Tropical,9,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Zootecnia,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2021,Universidad Nacional,Arte y Comunicación Visual,304,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Artes Plásticas,Artes y Humanidades,Artes,NO STEM
2021,Universidad Nacional,Artes Escénicas,116,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Artes Dramáticas,Artes y Humanidades,Artes,NO STEM
2021,Universidad Nacional,Bibliotecología y Documentación,61,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Sociales,Bibliotecología,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2021,Universidad Nacional,Bibliotecología y Documentación énfasis Gestión de la Información,225,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Bibliotecología,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2021,Universidad Nacional,Biología,429,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Básicas,Biología,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Biológicas y Afines,STEM
2021,Universidad Nacional,Bioprocesos Industriales,128,Región Central,GAM,Bachillerato,Grado,CINE 6,Ingeniería,Ingeniería Química,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Universidad Nacional,Biotecnología,7,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Biotecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Universidad Nacional,Cartografía y Diseño Digital,116,Región Central,GAM,Diplomado,Pregrado,CINE 5,Recursos Naturales,Geografía,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Físicas,STEM
2021,Universidad Nacional,Ciencias Geográficas,180,Región Central,GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Geografía,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Físicas,STEM
2021,Universidad Nacional,Ciencias Naturales para el Desarrollo,14,Región Central,GAM,Doctorado,Posgrado,CINE 8,Ciencias Básicas,Ciencias,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Universidad Nacional,Ciencias Sociales,7,Región Central,GAM,Doctorado,Posgrado,CINE 8,Ciencias Sociales,Ciencias Sociales,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Nacional,Ciencias del Deporte,64,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Educación Física,Educación,Educación,NO STEM
2021,Universidad Nacional,Ciencias del Movimiento Humano,69,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Física,Educación,Educación,NO STEM
2021,Universidad Nacional,Comercio y Negocios Internacionales,894,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Económicas,Comercio Internacional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Nacional,Conservación y Manejo de Vida Silvestre,8,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Universidad Nacional,Conservación y Manejo de Áreas Protegidas para Guardaparques,22,Región Central,GAM,Diplomado,Pregrado,CINE 5,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Universidad Nacional,Danza,111,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Danza,Artes y Humanidades,Artes,NO STEM
2021,Universidad Nacional,Derechos Humanos y Educación para la Paz,22,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derechos Humanos,Administración de Empresas y Derecho,Derecho,NO STEM
2021,Universidad Nacional,Desarrollo Comunitario Sustentable,29,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Sociología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Nacional,Desarrollo Rural,20,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Sociología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Nacional,Economía,683,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Económicas,Economía,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Nacional,Economía del Desarrollo,16,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Economía,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Nacional,Educación,60,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Educación Generalista,Educación,Educación,NO STEM
2021,Universidad Nacional,Educación Comercial,151,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza del Secretariado,Educación,Educación,NO STEM
2021,Universidad Nacional,Educación Especial,169,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Especial,Educación,Educación,NO STEM
2021,Universidad Nacional,Educación Física Deporte y Recreación,162,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Física,Educación,Educación,NO STEM
2021,Universidad Nacional,Educación Rural Centroamericana,21,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Educación Rural,Educación,Educación,NO STEM
2021,Universidad Nacional,Educación Rural I y II Ciclos,344,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Rural,Educación,Educación,NO STEM
2021,Universidad Nacional,Enfermedades Tropicales,11,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias de la Salud,Salud Pública,Salud y bienestar,Salud,STEM
2021,Universidad Nacional,Enseñanza de la Filosofía,11,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Filosofía,Educación,Educación,NO STEM
2021,Universidad Nacional,Enseñanza de la Matemática,267,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Matemática,Educación,Educación,NO STEM
2021,Universidad Nacional,Enseñanza de la Religión,86,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Religiosa,Educación,Educación,NO STEM
2021,Universidad Nacional,Enseñanza de las Ciencias,207,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Ciencias,Educación,Educación,NO STEM
2021,Universidad Nacional,Enseñanza de los Estudios Sociales,57,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Enseñanza de Estudios Sociales,Educación,Educación,NO STEM
2021,Universidad Nacional,Enseñanza de los Estudios Sociales y la Educación Cívica,144,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Estudios Sociales,Educación,Educación,NO STEM
2021,Universidad Nacional,Enseñanza del Arte y Comunicación Visual,129,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Artes Plásticas,Educación,Educación,NO STEM
2021,Universidad Nacional,Enseñanza del Español,89,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Castellano,Educación,Educación,NO STEM
2021,Universidad Nacional,Enseñanza del Francés,80,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Francés,Educación,Educación,NO STEM
2021,Universidad Nacional,Enseñanza del Inglés,753,Región Chorotega,No GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Inglés,Educación,Educación,NO STEM
2021,Universidad Nacional,Enseñanza del Inglés I y II Ciclos,114,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Primaria Inglés,Educación,Educación,NO STEM
2021,Universidad Nacional,Epidemiología,29,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias de la Salud,Salud Pública,Salud y Bienestar,Salud,STEM
2021,Universidad Nacional,Estudios Latinoamericanos,14,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios Latinoamericanos,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Nacional,"Estudios Socioreligiosos, Género y Diversidades",9,Región Central,GAM,Doctorado,Posgrado,CINE 8,Ciencias Sociales,Sociología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Nacional,Estudios Teológicos,15,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Teología,Artes y Humanidades,Humanidades,NO STEM
2021,Universidad Nacional,Estudios de Cultura Centroamericana,3,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios Latinoamericanos,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Nacional,Filosofía,93,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Filosofía,Artes y Humanidades,Humanidades,NO STEM
2021,Universidad Nacional,Francés,37,Región Central,GAM,Licenciatura,Grado,CINE 6,Artes y Letras,Francés,Artes y Humanidades,Idiomas,NO STEM
2021,Universidad Nacional,Física Médica,7,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias de la Salud,Medicina,Salud y Bienestar,Salud,STEM
2021,Universidad Nacional,Gerencia de Seguridad Alimentaria y Nutricional,5,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias de la Salud,Nutrición,Salud y Bienestar,Salud,STEM
2021,Universidad Nacional,Gerencia del Comercio Internacional,26,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Comercio Internacional,Administración de empresas y derecho,Educación Comercial y Administración,NO STEM
